Stock,Date
경동나비엔,2023-11-01
경동나비엔,2024-01-16
율호,2007-11-20
율호,2008-03-11
율호,2008-05-07
율호,2008-12-03
율호,2009-03-17
율호,2009-05-15
율호,2009-06-24
율호,2009-07-10
율호,2009-09-14
율호,2009-10-07
율호,2009-12-21
율호,2010-02-19
율호,2010-07-09
율호,2010-10-04
율호,2011-01-05
율호,2011-03-24
율호,2011-07-22
율호,2011-08-24
율호,2011-10-18
율호,2012-01-05
율호,2012-03-23
율호,2012-06-07
율호,2012-09-26
율호,2012-10-02
율호,2012-12-06
율호,2013-01-02
율호,2013-02-13
율호,2013-05-03
율호,2013-09-16
율호,2014-02-27
율호,2014-07-15
율호,2014-08-06
율호,2014-09-01
율호,2014-11-19
율호,2015-01-13
율호,2015-01-20
율호,2015-03-05
율호,2015-06-11
율호,2015-10-05
율호,2015-10-14
율호,2015-12-01
율호,2016-01-25
율호,2016-02-16
율호,2016-04-08
율호,2016-06-03
율호,2016-07-15
율호,2016-08-17
율호,2016-09-12
율호,2016-11-14
율호,2017-03-31
율호,2017-04-17
율호,2017-05-12
율호,2017-06-30
율호,2017-09-01
율호,2017-09-12
율호,2017-09-29
율호,2017-10-30
율호,2017-11-13
율호,2018-01-24
율호,2018-02-22
율호,2018-04-10
율호,2018-07-19
율호,2018-08-21
율호,2018-09-13
율호,2019-01-04
율호,2019-04-01
율호,2019-04-16
율호,2019-05-08
율호,2019-07-05
율호,2019-11-04
율호,2019-12-20
율호,2020-02-20
율호,2020-03-06
율호,2020-05-27
율호,2020-09-11
율호,2020-10-15
율호,2021-01-18
율호,2021-05-17
율호,2021-07-23
율호,2021-10-19
율호,2022-02-23
율호,2022-05-02
율호,2022-08-03
율호,2022-10-06
율호,2022-10-17
율호,2023-01-17
율호,2023-09-04
율호,2023-11-13
율호,2023-12-22
율호,2024-01-23
율호,2024-03-27
덕산하이메탈,2005-11-09
덕산하이메탈,2006-03-24
덕산하이메탈,2006-07-06
덕산하이메탈,2006-09-18
덕산하이메탈,2006-11-22
덕산하이메탈,2007-03-20
덕산하이메탈,2007-04-09
덕산하이메탈,2007-05-30
덕산하이메탈,2007-11-07
덕산하이메탈,2007-11-15
덕산하이메탈,2008-04-02
덕산하이메탈,2008-05-07
덕산하이메탈,2008-12-09
덕산하이메탈,2009-01-07
덕산하이메탈,2009-03-23
덕산하이메탈,2009-08-13
덕산하이메탈,2009-11-03
덕산하이메탈,2010-01-08
덕산하이메탈,2010-01-12
덕산하이메탈,2010-03-08
덕산하이메탈,2010-04-23
덕산하이메탈,2010-07-09
덕산하이메탈,2010-08-23
덕산하이메탈,2010-10-18
덕산하이메탈,2010-11-24
덕산하이메탈,2010-12-14
덕산하이메탈,2011-01-06
덕산하이메탈,2011-02-08
덕산하이메탈,2011-03-03
덕산하이메탈,2011-03-23
덕산하이메탈,2011-06-29
덕산하이메탈,2011-09-14
덕산하이메탈,2011-10-25
덕산하이메탈,2011-12-01
덕산하이메탈,2012-02-17
덕산하이메탈,2012-04-23
덕산하이메탈,2012-05-03
덕산하이메탈,2012-06-19
덕산하이메탈,2012-09-03
덕산하이메탈,2012-10-11
덕산하이메탈,2012-12-04
덕산하이메탈,2013-08-16
덕산하이메탈,2013-11-20
덕산하이메탈,2014-02-13
덕산하이메탈,2014-03-06
덕산하이메탈,2014-03-24
덕산하이메탈,2014-04-02
덕산하이메탈,2014-07-02
덕산하이메탈,2014-11-20
덕산하이메탈,2015-04-23
덕산하이메탈,2015-06-26
덕산하이메탈,2015-09-21
덕산하이메탈,2016-02-03
덕산하이메탈,2016-02-18
덕산하이메탈,2016-07-08
덕산하이메탈,2016-08-05
덕산하이메탈,2016-12-15
덕산하이메탈,2017-01-31
덕산하이메탈,2017-02-20
덕산하이메탈,2017-04-04
덕산하이메탈,2017-04-18
덕산하이메탈,2017-09-01
덕산하이메탈,2017-10-19
덕산하이메탈,2018-05-30
덕산하이메탈,2018-11-29
덕산하이메탈,2019-01-23
덕산하이메탈,2019-04-22
덕산하이메탈,2019-05-03
덕산하이메탈,2019-05-15
덕산하이메탈,2019-07-15
덕산하이메탈,2019-08-21
덕산하이메탈,2019-11-14
덕산하이메탈,2020-04-22
덕산하이메탈,2020-07-09
덕산하이메탈,2020-10-14
덕산하이메탈,2020-11-04
덕산하이메탈,2021-03-19
덕산하이메탈,2021-04-07
덕산하이메탈,2021-06-04
덕산하이메탈,2021-06-14
덕산하이메탈,2021-11-19
덕산하이메탈,2022-03-04
덕산하이메탈,2022-03-18
덕산하이메탈,2022-06-02
덕산하이메탈,2022-07-25
덕산하이메탈,2023-01-11
덕산하이메탈,2023-05-26
덕산하이메탈,2023-09-04
덕산하이메탈,2023-11-16
덕산하이메탈,2023-12-12
덕산하이메탈,2024-01-23
덕산하이메탈,2024-04-09
에이프로젠,2000-03-14
에이프로젠,2000-06-28
에이프로젠,2000-08-21
에이프로젠,2001-01-29
에이프로젠,2001-05-23
에이프로젠,2001-07-05
에이프로젠,2002-02-04
에이프로젠,2002-06-20
에이프로젠,2002-08-23
에이프로젠,2002-11-19
에이프로젠,2003-01-28
에이프로젠,2003-12-09
에이프로젠,2004-01-02
에이프로젠,2004-06-15
에이프로젠,2004-08-30
에이프로젠,2004-11-19
에이프로젠,2005-02-04
에이프로젠,2005-05-30
에이프로젠,2005-06-24
에이프로젠,2005-07-06
에이프로젠,2005-10-07
에이프로젠,2006-04-12
에이프로젠,2006-08-17
에이프로젠,2006-10-16
에이프로젠,2007-11-08
에이프로젠,2007-12-03
에이프로젠,2008-01-03
에이프로젠,2008-03-26
에이프로젠,2008-05-09
에이프로젠,2008-08-14
에이프로젠,2008-08-26
에이프로젠,2008-09-24
에이프로젠,2008-12-22
에이프로젠,2008-12-30
에이프로젠,2009-08-04
에이프로젠,2009-10-15
에이프로젠,2009-12-02
에이프로젠,2010-04-28
에이프로젠,2010-10-01
에이프로젠,2011-07-20
에이프로젠,2011-11-07
에이프로젠,2011-12-01
에이프로젠,2012-03-12
에이프로젠,2012-05-14
에이프로젠,2012-09-21
에이프로젠,2012-10-09
에이프로젠,2012-12-04
에이프로젠,2013-01-07
에이프로젠,2013-03-19
에이프로젠,2013-05-28
에이프로젠,2013-08-13
에이프로젠,2013-12-20
에이프로젠,2014-04-16
에이프로젠,2014-08-19
에이프로젠,2014-09-03
에이프로젠,2014-10-29
에이프로젠,2015-02-02
에이프로젠,2015-05-22
에이프로젠,2015-07-03
에이프로젠,2015-12-03
에이프로젠,2015-12-28
에이프로젠,2016-01-14
에이프로젠,2016-04-07
에이프로젠,2016-06-02
에이프로젠,2016-06-22
에이프로젠,2016-06-27
에이프로젠,2016-09-22
에이프로젠,2016-11-16
에이프로젠,2017-01-05
에이프로젠,2017-03-20
에이프로젠,2017-06-02
에이프로젠,2017-10-24
에이프로젠,2018-02-22
에이프로젠,2018-03-19
에이프로젠,2018-04-11
에이프로젠,2018-06-25
에이프로젠,2018-08-28
에이프로젠,2018-11-22
에이프로젠,2019-04-04
에이프로젠,2019-05-20
에이프로젠,2019-10-10
에이프로젠,2019-10-31
에이프로젠,2019-11-19
에이프로젠,2020-02-06
에이프로젠,2020-04-09
에이프로젠,2020-07-06
에이프로젠,2020-08-25
에이프로젠,2020-11-19
에이프로젠,2021-03-15
에이프로젠,2021-05-14
에이프로젠,2021-05-28
에이프로젠,2022-01-03
에이프로젠,2022-03-15
에이프로젠,2022-05-27
에이프로젠,2022-06-30
에이프로젠,2023-02-06
에이프로젠,2023-06-02
에이프로젠,2023-07-26
에이프로젠,2024-01-03
에이프로젠,2024-03-14
큐로홀딩스,2001-10-22
큐로홀딩스,2002-02-06
큐로홀딩스,2002-06-21
큐로홀딩스,2002-10-30
큐로홀딩스,2003-04-01
큐로홀딩스,2003-06-20
큐로홀딩스,2003-07-07
큐로홀딩스,2003-07-30
큐로홀딩스,2003-09-08
큐로홀딩스,2003-12-02
큐로홀딩스,2004-01-15
큐로홀딩스,2004-03-25
큐로홀딩스,2004-08-27
큐로홀딩스,2004-11-24
큐로홀딩스,2004-12-03
큐로홀딩스,2005-03-08
큐로홀딩스,2005-05-19
큐로홀딩스,2005-08-22
큐로홀딩스,2005-09-30
큐로홀딩스,2005-11-14
큐로홀딩스,2006-03-15
큐로홀딩스,2006-05-24
큐로홀딩스,2006-06-15
큐로홀딩스,2006-09-11
큐로홀딩스,2006-09-14
큐로홀딩스,2006-11-13
큐로홀딩스,2007-05-04
큐로홀딩스,2007-06-21
큐로홀딩스,2008-03-26
큐로홀딩스,2008-04-11
큐로홀딩스,2008-05-20
큐로홀딩스,2009-02-06
큐로홀딩스,2009-03-12
큐로홀딩스,2009-05-11
큐로홀딩스,2010-02-16
큐로홀딩스,2010-07-07
큐로홀딩스,2010-09-17
큐로홀딩스,2010-10-28
큐로홀딩스,2010-12-06
큐로홀딩스,2011-02-14
큐로홀딩스,2011-06-08
큐로홀딩스,2011-10-05
큐로홀딩스,2011-11-09
큐로홀딩스,2011-11-14
큐로홀딩스,2012-03-02
큐로홀딩스,2012-04-05
큐로홀딩스,2012-05-22
큐로홀딩스,2012-05-30
큐로홀딩스,2012-06-07
큐로홀딩스,2012-10-18
큐로홀딩스,2012-11-01
큐로홀딩스,2013-02-12
큐로홀딩스,2013-07-09
큐로홀딩스,2014-02-07
큐로홀딩스,2014-05-13
큐로홀딩스,2014-10-01
큐로홀딩스,2015-01-27
큐로홀딩스,2015-07-23
큐로홀딩스,2015-10-23
큐로홀딩스,2015-11-27
큐로홀딩스,2016-03-25
큐로홀딩스,2016-06-03
큐로홀딩스,2016-08-17
큐로홀딩스,2016-09-09
큐로홀딩스,2016-12-19
큐로홀딩스,2017-03-21
큐로홀딩스,2017-05-30
큐로홀딩스,2017-11-06
큐로홀딩스,2018-04-13
큐로홀딩스,2018-06-07
큐로홀딩스,2018-09-06
큐로홀딩스,2019-01-18
큐로홀딩스,2019-04-11
큐로홀딩스,2019-06-13
큐로홀딩스,2019-11-15
큐로홀딩스,2020-04-10
큐로홀딩스,2020-08-14
큐로홀딩스,2020-09-02
큐로홀딩스,2020-11-12
큐로홀딩스,2021-04-16
큐로홀딩스,2021-05-25
큐로홀딩스,2021-08-06
큐로홀딩스,2021-10-15
큐로홀딩스,2021-11-19
큐로홀딩스,2022-02-10
큐로홀딩스,2022-04-01
큐로홀딩스,2022-06-09
큐로홀딩스,2022-08-19
큐로홀딩스,2022-11-17
큐로홀딩스,2023-02-02
큐로홀딩스,2023-03-23
큐로홀딩스,2023-05-15
큐로홀딩스,2023-10-16
큐로홀딩스,2023-12-11
큐로홀딩스,2024-04-22
SH에너지화학,2000-03-09
SH에너지화학,2000-08-04
SH에너지화학,2000-11-14
SH에너지화학,2001-02-14
SH에너지화학,2001-06-05
SH에너지화학,2001-10-19
SH에너지화학,2002-01-11
SH에너지화학,2002-04-22
SH에너지화학,2002-06-27
SH에너지화학,2002-11-25
SH에너지화학,2003-01-16
SH에너지화학,2003-04-17
SH에너지화학,2003-05-23
SH에너지화학,2003-10-09
SH에너지화학,2004-02-03
SH에너지화학,2004-04-28
SH에너지화학,2004-07-19
SH에너지화학,2004-08-17
SH에너지화학,2004-10-29
SH에너지화학,2005-01-26
SH에너지화학,2005-06-23
SH에너지화학,2005-08-11
SH에너지화학,2005-10-18
SH에너지화학,2006-02-10
SH에너지화학,2006-06-29
SH에너지화학,2006-10-24
SH에너지화학,2007-01-09
SH에너지화학,2007-05-09
SH에너지화학,2007-08-10
SH에너지화학,2007-11-22
SH에너지화학,2008-02-22
SH에너지화학,2008-06-05
SH에너지화학,2009-02-10
SH에너지화학,2009-03-26
SH에너지화학,2009-08-04
SH에너지화학,2009-12-14
SH에너지화학,2010-02-26
SH에너지화학,2010-04-22
SH에너지화학,2010-07-14
SH에너지화학,2010-09-08
SH에너지화학,2011-04-05
SH에너지화학,2011-07-07
SH에너지화학,2011-07-21
SH에너지화학,2011-08-30
SH에너지화학,2011-10-28
SH에너지화학,2012-01-12
SH에너지화학,2012-01-26
SH에너지화학,2012-06-14
SH에너지화학,2012-10-09
SH에너지화학,2012-11-12
SH에너지화학,2013-01-04
SH에너지화학,2013-02-18
SH에너지화학,2013-04-15
SH에너지화학,2013-06-04
SH에너지화학,2013-07-26
SH에너지화학,2013-09-06
SH에너지화학,2014-02-19
SH에너지화학,2014-05-14
SH에너지화학,2014-06-26
SH에너지화학,2014-07-01
SH에너지화학,2014-08-11
SH에너지화학,2014-10-22
SH에너지화학,2014-11-26
SH에너지화학,2015-07-20
SH에너지화학,2015-10-06
SH에너지화학,2016-02-23
SH에너지화학,2016-05-27
SH에너지화학,2016-10-17
SH에너지화학,2016-12-23
SH에너지화학,2017-03-13
SH에너지화학,2017-06-15
SH에너지화학,2017-08-31
SH에너지화학,2017-10-25
SH에너지화학,2018-01-26
SH에너지화학,2018-03-21
SH에너지화학,2018-04-18
SH에너지화학,2018-09-12
SH에너지화학,2018-12-17
SH에너지화학,2019-04-10
SH에너지화학,2019-06-17
SH에너지화학,2019-06-19
SH에너지화학,2019-09-16
SH에너지화학,2019-11-08
SH에너지화학,2020-01-03
SH에너지화학,2020-04-08
SH에너지화학,2020-08-06
SH에너지화학,2020-09-16
SH에너지화학,2020-10-05
SH에너지화학,2020-11-09
SH에너지화학,2021-01-04
SH에너지화학,2021-04-05
SH에너지화학,2021-09-14
SH에너지화학,2021-09-16
SH에너지화학,2021-09-28
SH에너지화학,2021-12-30
SH에너지화학,2022-02-09
SH에너지화학,2022-03-23
SH에너지화학,2022-04-27
SH에너지화학,2022-08-08
SH에너지화학,2022-11-17
SH에너지화학,2022-11-25
SH에너지화학,2022-12-02
SH에너지화학,2023-01-27
SH에너지화학,2023-04-20
SH에너지화학,2023-09-07
SH에너지화학,2023-10-12
SH에너지화학,2024-01-15
SH에너지화학,2024-04-09
하츠,2003-04-15
하츠,2003-06-12
하츠,2003-08-11
하츠,2003-12-15
하츠,2004-09-13
하츠,2004-11-23
하츠,2005-06-20
하츠,2005-10-12
하츠,2006-03-02
하츠,2006-03-30
하츠,2006-09-01
하츠,2006-11-08
하츠,2007-03-27
하츠,2007-10-04
하츠,2007-10-25
하츠,2007-11-14
하츠,2008-03-25
하츠,2008-10-06
하츠,2008-12-05
하츠,2009-03-26
하츠,2009-08-05
하츠,2009-11-18
하츠,2010-03-02
하츠,2010-06-25
하츠,2010-07-05
하츠,2010-12-01
하츠,2011-04-07
하츠,2011-06-23
하츠,2011-12-12
하츠,2012-05-09
하츠,2012-05-24
하츠,2012-08-14
하츠,2012-11-05
하츠,2012-11-07
하츠,2012-11-22
하츠,2013-02-19
하츠,2013-03-05
하츠,2013-07-23
하츠,2013-08-16
하츠,2013-10-16
하츠,2013-12-10
하츠,2014-02-17
하츠,2014-05-16
하츠,2014-06-19
하츠,2014-07-08
하츠,2014-08-22
하츠,2014-10-22
하츠,2015-02-02
하츠,2015-05-19
하츠,2015-10-21
하츠,2016-02-19
하츠,2016-07-22
하츠,2016-09-27
하츠,2016-11-25
하츠,2016-12-15
하츠,2017-04-14
하츠,2017-11-13
하츠,2018-01-08
하츠,2018-01-10
하츠,2018-08-22
하츠,2018-09-04
하츠,2018-12-21
하츠,2019-01-09
하츠,2019-09-06
하츠,2019-12-09
하츠,2020-04-20
하츠,2020-07-06
하츠,2020-08-19
하츠,2020-09-10
하츠,2020-11-02
하츠,2021-03-23
하츠,2021-06-02
하츠,2021-09-06
하츠,2021-11-09
하츠,2022-01-03
하츠,2022-03-03
하츠,2022-05-04
하츠,2022-08-04
하츠,2022-11-14
하츠,2023-01-11
하츠,2023-06-12
하츠,2023-09-04
하츠,2023-11-02
하츠,2023-12-27
엘앤씨바이오,2019-01-10
엘앤씨바이오,2019-08-21
엘앤씨바이오,2019-12-10
엘앤씨바이오,2020-03-31
엘앤씨바이오,2020-07-24
엘앤씨바이오,2021-01-28
엘앤씨바이오,2021-03-19
엘앤씨바이오,2021-06-18
엘앤씨바이오,2021-12-09
엘앤씨바이오,2022-03-10
엘앤씨바이오,2022-11-02
엘앤씨바이오,2022-12-09
엘앤씨바이오,2023-03-03
엘앤씨바이오,2023-09-06
엘앤씨바이오,2023-11-09
주성코퍼레이션,2009-08-12
주성코퍼레이션,2009-12-14
주성코퍼레이션,2010-03-15
주성코퍼레이션,2010-03-30
주성코퍼레이션,2010-07-06
주성코퍼레이션,2010-10-18
주성코퍼레이션,2011-01-21
주성코퍼레이션,2011-07-27
주성코퍼레이션,2011-10-25
주성코퍼레이션,2011-12-14
주성코퍼레이션,2012-01-04
주성코퍼레이션,2012-02-16
주성코퍼레이션,2012-10-09
주성코퍼레이션,2012-11-23
주성코퍼레이션,2013-02-22
주성코퍼레이션,2013-05-02
주성코퍼레이션,2013-11-26
주성코퍼레이션,2014-01-16
주성코퍼레이션,2014-04-23
주성코퍼레이션,2014-05-19
주성코퍼레이션,2014-06-10
주성코퍼레이션,2014-06-12
주성코퍼레이션,2014-12-11
주성코퍼레이션,2014-12-22
주성코퍼레이션,2015-07-21
주성코퍼레이션,2015-12-10
주성코퍼레이션,2016-05-12
주성코퍼레이션,2016-07-05
주성코퍼레이션,2016-07-25
주성코퍼레이션,2016-11-16
주성코퍼레이션,2017-05-24
주성코퍼레이션,2017-06-30
주성코퍼레이션,2017-08-24
주성코퍼레이션,2017-11-28
주성코퍼레이션,2018-01-30
주성코퍼레이션,2018-05-16
주성코퍼레이션,2018-06-05
주성코퍼레이션,2018-07-27
주성코퍼레이션,2018-08-23
주성코퍼레이션,2019-12-11
에이프로젠바이오로직스,2000-01-26
에이프로젠바이오로직스,2000-02-02
에이프로젠바이오로직스,2000-02-08
에이프로젠바이오로직스,2000-03-10
에이프로젠바이오로직스,2000-08-11
에이프로젠바이오로직스,2000-10-11
에이프로젠바이오로직스,2000-11-09
에이프로젠바이오로직스,2001-03-12
에이프로젠바이오로직스,2001-05-14
에이프로젠바이오로직스,2001-08-24
에이프로젠바이오로직스,2002-01-22
에이프로젠바이오로직스,2002-03-14
에이프로젠바이오로직스,2002-05-28
에이프로젠바이오로직스,2003-01-30
에이프로젠바이오로직스,2003-04-02
에이프로젠바이오로직스,2003-07-15
에이프로젠바이오로직스,2003-08-28
에이프로젠바이오로직스,2003-12-04
에이프로젠바이오로직스,2004-02-05
에이프로젠바이오로직스,2004-03-15
에이프로젠바이오로직스,2004-04-13
에이프로젠바이오로직스,2004-06-03
에이프로젠바이오로직스,2004-06-30
에이프로젠바이오로직스,2004-09-02
에이프로젠바이오로직스,2005-02-14
에이프로젠바이오로직스,2005-06-07
에이프로젠바이오로직스,2005-10-04
에이프로젠바이오로직스,2005-11-07
에이프로젠바이오로직스,2006-01-27
에이프로젠바이오로직스,2006-08-18
에이프로젠바이오로직스,2006-10-26
에이프로젠바이오로직스,2007-01-23
에이프로젠바이오로직스,2007-05-25
에이프로젠바이오로직스,2007-09-27
에이프로젠바이오로직스,2008-01-11
에이프로젠바이오로직스,2008-03-07
에이프로젠바이오로직스,2008-09-26
에이프로젠바이오로직스,2008-12-11
에이프로젠바이오로직스,2009-02-18
에이프로젠바이오로직스,2009-05-27
에이프로젠바이오로직스,2009-08-13
에이프로젠바이오로직스,2009-10-20
에이프로젠바이오로직스,2009-11-26
에이프로젠바이오로직스,2009-12-01
에이프로젠바이오로직스,2010-02-08
에이프로젠바이오로직스,2010-08-09
에이프로젠바이오로직스,2010-08-17
에이프로젠바이오로직스,2010-10-07
에이프로젠바이오로직스,2010-12-21
에이프로젠바이오로직스,2011-07-05
에이프로젠바이오로직스,2011-10-12
에이프로젠바이오로직스,2011-11-07
에이프로젠바이오로직스,2012-01-05
에이프로젠바이오로직스,2012-06-07
에이프로젠바이오로직스,2012-08-24
에이프로젠바이오로직스,2012-12-12
에이프로젠바이오로직스,2013-07-24
에이프로젠바이오로직스,2013-08-27
에이프로젠바이오로직스,2013-09-27
에이프로젠바이오로직스,2013-12-20
에이프로젠바이오로직스,2014-01-10
에이프로젠바이오로직스,2014-07-24
에이프로젠바이오로직스,2015-01-08
에이프로젠바이오로직스,2015-03-09
에이프로젠바이오로직스,2015-06-02
에이프로젠바이오로직스,2015-06-25
에이프로젠바이오로직스,2016-01-08
에이프로젠바이오로직스,2016-03-22
에이프로젠바이오로직스,2016-04-27
에이프로젠바이오로직스,2016-07-13
에이프로젠바이오로직스,2016-09-29
에이프로젠바이오로직스,2016-12-28
에이프로젠바이오로직스,2017-04-03
에이프로젠바이오로직스,2017-06-05
에이프로젠바이오로직스,2017-08-30
에이프로젠바이오로직스,2017-11-07
에이프로젠바이오로직스,2018-01-08
에이프로젠바이오로직스,2018-02-20
에이프로젠바이오로직스,2018-03-14
에이프로젠바이오로직스,2018-04-05
에이프로젠바이오로직스,2018-08-16
에이프로젠바이오로직스,2019-02-11
에이프로젠바이오로직스,2019-04-26
에이프로젠바이오로직스,2019-10-10
에이프로젠바이오로직스,2019-12-10
에이프로젠바이오로직스,2020-03-31
에이프로젠바이오로직스,2020-04-24
에이프로젠바이오로직스,2020-09-03
에이프로젠바이오로직스,2020-11-19
에이프로젠바이오로직스,2021-03-23
에이프로젠바이오로직스,2021-05-14
에이프로젠바이오로직스,2022-03-17
에이프로젠바이오로직스,2022-07-20
에이프로젠바이오로직스,2022-11-02
에이프로젠바이오로직스,2022-12-09
에이프로젠바이오로직스,2023-04-04
에이프로젠바이오로직스,2023-08-09
에이프로젠바이오로직스,2024-03-20
쌍용씨앤이,2000-03-07
쌍용씨앤이,2000-04-10
쌍용씨앤이,2000-06-14
쌍용씨앤이,2000-09-19
쌍용씨앤이,2001-01-05
쌍용씨앤이,2001-05-23
쌍용씨앤이,2001-10-08
쌍용씨앤이,2001-11-12
쌍용씨앤이,2002-05-07
쌍용씨앤이,2002-09-02
쌍용씨앤이,2002-11-29
쌍용씨앤이,2003-04-04
쌍용씨앤이,2003-08-18
쌍용씨앤이,2003-10-22
쌍용씨앤이,2004-01-20
쌍용씨앤이,2004-02-03
쌍용씨앤이,2004-04-07
쌍용씨앤이,2004-08-18
쌍용씨앤이,2004-10-19
쌍용씨앤이,2005-01-11
쌍용씨앤이,2005-06-07
쌍용씨앤이,2005-11-18
쌍용씨앤이,2006-02-23
쌍용씨앤이,2006-08-17
쌍용씨앤이,2006-08-22
쌍용씨앤이,2006-09-01
쌍용씨앤이,2006-10-31
쌍용씨앤이,2006-12-18
쌍용씨앤이,2007-02-20
쌍용씨앤이,2007-03-28
쌍용씨앤이,2007-05-23
쌍용씨앤이,2007-08-31
쌍용씨앤이,2007-11-01
쌍용씨앤이,2007-11-06
쌍용씨앤이,2007-12-06
쌍용씨앤이,2008-04-08
쌍용씨앤이,2008-07-30
쌍용씨앤이,2008-12-15
쌍용씨앤이,2009-02-10
쌍용씨앤이,2009-03-20
